Thursday,2016/02/26,Fanta 500ml,3,6.5
Thursday,2016/02/26,Coke 500ml,7,6.5
Thursday,2016/02/26,Cream Soda 500ml,4,7.5
Thursday,2016/02/26,Iwisa Pap 5kg,3,30
Thursday,2016/02/26,Top Class Soy Mince,8,12
Thursday,2016/02/26,Shampoo 1 litre,0,30
Thursday,2016/02/26,Soap Bar,3,6
Thursday,2016/02/26,Bananas - loose,2,2
Thursday,2016/02/26,Apples - loose,3,2
Thursday,2016/02/26,Mixed Sweets 5s,1,3
Friday,2016/02/27,Milk 1l,8,10
Friday,2016/02/27,Imasi,5,25
Friday,2016/02/27,Bread,3,12
Friday,2016/02/27,Chakalaka Can,12,10
Friday,2016/02/27,Gold Dish Vegetable Curry Can,9,9
Friday,2016/02/27,Fanta 500ml,6,6.5
Friday,2016/02/27,Coke 500ml,18,6.5
Friday,2016/02/27,Cream Soda 500ml,3,7.5
Friday,2016/02/27,Iwisa Pap 5kg,4,30
Friday,2016/02/27,Top Class Soy Mince,12,12
Friday,2016/02/27,Shampoo 1 litre,5,30
Friday,2016/02/27,Soap Bar,3,6
Friday,2016/02/27,Bananas - loose,1,2
Friday,2016/02/27,Apples - loose,3,2
Friday,2016/02/27,Mixed Sweets 5s,1,3
Saturday,2016/02/28,Milk 1l,3,10
Saturday,2016/02/28,Imasi,2,25
Saturday,2016/02/28,Bread,4,12
Saturday,2016/02/28,Chakalaka Can,5,10
Saturday,2016/02/28,Gold Dish Vegetable Curry Can,6,9
Saturday,2016/02/28,Fanta 500ml,3,6.5
Saturday,2016/02/28,Coke 500ml,4,6.5
Saturday,2016/02/28,Cream Soda 500ml,6,7.5
Saturday,2016/02/28,Iwisa Pap 5kg,2,30
Saturday,2016/02/28,Top Class Soy Mince,9,12
Saturday,2016/02/28,Shampoo 1 litre,4,30
Saturday,2016/02/28,Soap Bar,7,6
Saturday,2016/02/28,Bananas - loose,6,2
Saturday,2016/02/28,Apples - loose,8,2
Saturday,2016/02/28,Mixed Sweets 5s,8,3
Sunday,2016/03/01,Milk 1l,4,10
Sunday,2016/03/01,Imasi,3,25
Sunday,2016/03/01,Bread,3,12
Sunday,2016/03/01,Chakalaka Can,5,10
Sunday,2016/03/01,Gold Dish Vegetable Curry Can,4,9
Sunday,2016/03/01,Fanta 500ml,2,6.5
Sunday,2016/03/01,Coke 500ml,3,6.5
Sunday,2016/03/01,Cream Soda 500ml,0,7.5
Sunday,2016/03/01,Iwisa Pap 5kg,1,30
Sunday,2016/03/01,Top Class Soy Mince,4,12
Sunday,2016/03/01,Shampoo 1 litre,3,30
Sunday,2016/03/01,Soap Bar,6,6
Sunday,2016/03/01,Bananas - loose,4,2
Sunday,2016/03/01,Apples - loose,5,2
Sunday,2016/03/01,Mixed Sweets 5s,12,3
